Iterations, StdDeviation
1459,304984.388938937
1460,311351.22379352624
1461,301637.40186486696
1462,296100.2555290073
1463,303001.0655313627
1464,305762.03194553236
1465,307724.38059778843
1466,307841.13587724796
1467,295913.97614730935
1468,293421.0042740052
1469,307380.7017499184
1470,305830.63473410904
1471,295594.94346050295
1472,303857.35654703126
1473,299932.23215126165
1474,306677.7109107296
1475,296821.4723835547
1476,302765.79235427495
1477,305029.5579475871
1478,300620.0529620748
1479,302678.20887412765
1480,297639.2483149771
1481,301055.45095374685
1482,298196.9681143214
1483,307407.8371668402
1484,305349.4526516301
1485,296561.2863407943
1486,303272.671039759
1487,301456.1158929576
1488,303148.9269281212
1489,305749.9847791912
1490,304505.98850946163
1491,308445.511445184
1492,298505.122160231
1493,303069.47500323795
1494,306452.35240391357
1495,300434.1698892565
1496,304590.9138530231
1497,304412.30934722745
1498,303788.35934451345
1499,291114.75648930087
1500,299362.3820489141
1501,304972.89440144965
1502,301005.15626955306
1503,299732.5593290519
1504,301419.21990972426
1505,300114.5097457245
1506,308192.6303195064
1507,314965.7066435312
1508,313348.03190628946
1509,298535.00336379727
1510,304525.3792381323
1511,301844.0346361566
1512,303534.386696247
1513,301953.1785978147
1514,306577.22221071436
1515,302448.70403273555
1516,303218.50740294886
1517,303910.6929544527
1518,308181.7961160943
1519,297850.5149626974
1520,309437.299772567
1521,302632.02649419353
1522,305405.56761244143
1523,305469.4852940695
1524,306667.6193991251
1525,297408.83042190876
1526,309705.5003543039
1527,314656.97018359054
1528,299137.3280112893
1529,313639.63794534974
1530,305629.29422072944
1531,301891.7968327442
1532,303431.9945330236
1533,300535.6589226243
1534,303527.7497666774
1535,297831.75185371446
1536,301630.16523278283
1537,303220.8867430978
1538,302520.56450605666
1539,306123.67426832486
1540,292589.31480003224
1541,306611.18823437707
1542,297255.12581307854
1543,301923.6941443322
1544,307612.04534580774
1545,305504.95950803166
1546,300962.9907598424
1547,307016.8523490778
1548,309743.6985064434
1549,300866.351527906
1550,304526.8514022872
1551,297033.40803506895
1552,297839.1680505758
1553,300656.13573480735
1554,300828.5647820537
1555,296960.7502511173
1556,310791.7233810943
1557,304285.0141689639
1558,300539.9070049515
1559,308761.85739550355
1560,306253.4949429846
1561,310244.46465904266
1562,303004.2633820307
1563,298990.02897568484
1564,296546.76412360155
1565,308368.84332038736
1566,301687.7875743699
1567,303374.7693440475
1568,300578.01394465845
1569,300565.2598876988
1570,296172.4903103845
1571,303884.6601244415
1572,301066.1943540708
1573,295641.0887371134
1574,294976.2531405327
1575,305844.4175982292
1576,299273.69854842493
1577,296498.1887310684
1578,313431.61217329215
1579,306217.5981277058
1580,315519.7870352216
1581,302978.2453199789
1582,304554.94922162854
1583,310909.52682350005
1584,302388.870824446
1585,301688.4979241029
1586,298431.3424472851
1587,305286.6089806372
1588,310974.4871385809
1589,309882.13141466345
1590,300527.0918899121
1591,299177.6610780135
1592,301786.61820264306
1593,300096.095586713
1594,294426.521001547
1595,304035.2126791901
1596,310305.52726210596
1597,295822.44359123876
1598,307087.4094133658
1599,301611.3872605168
1600,302794.93869263236
1601,306868.9457131951
1602,300977.418881069
1603,309392.53251688444
1604,299435.71908853634
1605,309507.4719359346
1606,300926.05500830174
1607,301291.6852203928
1608,300688.47083193815
1609,307093.275120686
1610,301705.77407804696
1611,301686.9667139787
1612,302438.8687223285
1613,307607.28539428284
1614,304277.65462465945
1615,305474.7594405371
1616,306697.5548376823
1617,301698.0907528815
1618,295369.73950990976
1619,299495.105454446
1620,306752.5488203553
1621,301475.72418070654
1622,310787.7416432771
1623,308490.53248187335
1624,298160.60187353514
1625,305087.1627387958
1626,305330.6299133815
1627,294937.4072237787
1628,304017.41893571
1629,299417.1041267915
1630,305785.51341496996
1631,302869.08463794104
1632,303018.11158160184
1633,305303.8077852333
1634,307029.48933610535
1635,302443.7201069572
1636,299897.6244825908
1637,304432.5230765618
1638,309504.1769562652
1639,305807.55062646896
1640,302455.1935054028
1641,301560.27662044275
1642,296657.85351652594
1643,303917.23690158525
1644,306742.25950246345
1645,303435.89761673915
1646,306003.78772029316
1647,299813.9950170885
1648,306406.1515713353
1649,305666.71210630075
1650,298436.4851590415
1651,297765.44806289
1652,309346.3105412035
1653,297680.502623708
1654,307425.2874070225
1655,309187.3492306501
1656,303018.66335298895
1657,310240.92812967487
1658,299060.3197937836
1659,307489.78746681625
1660,304115.13397065544
1661,307008.2481526611
1662,304611.17861637805
1663,304778.6680803209
1664,304440.4286289398
1665,307774.97313714563
1666,304119.90328723175
1667,307481.2897589973
1668,304715.79909886466
1669,303521.6545087955
1670,298927.94266950595
1671,297801.42511029687
1672,301499.0191605317
1673,303024.9117552477
1674,308941.52840265894
1675,302685.40834571084
1676,308453.17652813904
1677,296837.2598511332
1678,302806.68348117295
1679,307925.1064010495
1680,305155.25147818023
1681,309541.8804244123
1682,311048.3276474378
1683,299228.54217763257
1684,304566.094756768
1685,302696.8704096203
1686,305970.51688275137
1687,309796.7550654892
1688,301536.2195627863
1689,306680.1949035149
1690,302350.0615742673
1691,305500.8026448264
1692,310560.7130918439
1693,296199.81189263257
1694,311613.08452723635
1695,311729.20988914836
1696,307615.2628682733
1697,308122.5823590667
1698,306069.37732880504
1699,306373.95262684126
1700,304481.9623692302
1701,300652.464527613
1702,309805.37044138886
1703,299728.50968479086
1704,302019.8943149858
1705,297962.2419172272
1706,302634.90784187213
1707,307440.0997169938
1708,299432.1191601938
1709,308918.9934285597
1710,304367.1728007668
1711,301095.8753779561
1712,304809.0540516342
1713,298034.46942514187
1714,308068.7352360276
1715,309095.7535673299
1716,306703.7286038424
1717,302148.86306477856
1718,305176.7488163533
1719,302285.49917486974
1720,299124.71586272
1721,309776.3639728994
1722,302857.4652865033
1723,305201.642453757
1724,308079.9402051185
1725,302993.0316743377
1726,301652.92207430897
1727,303713.9645160262
1728,307925.03122212546
1729,304543.9137300524
1730,304170.4962245909
1731,304516.7448271913
1732,302084.09230677295
1733,308961.52434047416
1734,311327.0201614447
1735,303253.1270904109
1736,307484.240598996
1737,300355.6673695472
1738,306570.31241285434
1739,305728.21015113
1740,300750.1976165136
1741,296488.2704503392
1742,305122.81557907624
1743,305412.4699510003
1744,306226.77928603475
1745,309759.95877353
1746,297008.3009327206
1747,302881.0967882715
1748,304969.5878721601
1749,310990.8863888671
1750,300659.1488913481
1751,304038.5275731405
1752,299471.0236386149
1753,300095.8571375118
1754,303244.11741843907
1755,302840.46835065715
1756,306005.56659651425
1757,304127.0887595166
1758,304864.58786184335
1759,309644.28736973956
1760,306671.95409205556
1761,305675.1363472586
1762,304197.4887186585
1763,301782.6223165231
1764,296199.5020139124
1765,315364.1216685829
1766,301411.4854158264
1767,307281.74022623204
1768,305931.8395535867
1769,296035.9465096359
1770,308966.717015252
1771,306145.58651292074
1772,300986.89639300347
1773,302505.6836985936
1774,299963.7775853842
1775,303087.7818612554
1776,303615.42206248303
1777,303539.3858513704
1778,303506.74480580847
1779,305671.40915346856
1780,305339.20526037103
1781,296223.9232522733
1782,309350.5254141448
1783,307174.1130928099
1784,302680.41440345877
1785,304937.07977206307
1786,307698.40814912866
1787,302625.32402777567
1788,306718.83684561605
1789,302219.7399626598
1790,303442.0595161768
1791,307849.3539242779
1792,311521.36261928146
1793,303959.5186142669
1794,304151.40808969305
1795,300162.65532312077
1796,303081.2730056676
1797,310710.38273976045
1798,301741.7730933768
1799,303160.6782194678
1800,299156.8435269189
1801,302384.06403716403
1802,301178.771886424
1803,303852.10269414744
1804,294034.4082491885
1805,300994.7152017333
1806,302911.15890551923
1807,304807.2236870319
1808,298790.9952606672
1809,298991.5971608951
1810,303620.353922111
1811,300955.25742820743
1812,298411.91005341656
1813,298203.9430581671
1814,297040.4241749425
1815,305480.6283888592
1816,301970.708614943
1817,303946.69845324423
1818,292232.61098316027
1819,301519.26895617845
1820,300906.55454074166
1821,301564.84414083516
1822,301270.5581172746
1823,299096.49836337724
1824,300985.7761258692
1825,307919.58578724845
1826,305203.0548614565
1827,308351.6298163611
1828,305821.62138493365
1829,307256.24678774807
1830,297664.54607146827
1831,306045.2485868117
1832,304931.679844392
1833,303178.75447902177
1834,299267.58478862845
1835,302458.2301991632
1836,303827.23086782853
1837,301182.2388600496
1838,302795.6618410852
1839,303375.0085958682
1840,305134.45397476514
1841,295554.3914815853
1842,300270.2479538378
1843,305479.33254108316
1844,310305.3895980588
1845,298910.1837513533
1846,305957.0142963429
1847,303065.62610723515
1848,307437.8556241552
1849,302030.4920845492
1850,306853.8880290752
1851,308917.1020506354
1852,296867.1098461902
1853,305503.86850839155
1854,300527.98075622
1855,298452.8768122756
1856,305862.00701997883
1857,300915.92950793525
1858,303942.8473960568
1859,306439.8320099736
1860,306063.4881860164
1861,311909.8293637888
1862,299503.9569694494
1863,300704.4533923895
1864,309213.91196943
1865,297213.13335962273
1866,305361.66763202444
1867,309283.7881613957
1868,302580.1614523695
1869,303920.38422992826
1870,301081.2587788146
1871,305975.95050906827
1872,311537.4304021253
1873,292540.1482850261
1874,303879.80744520016
1875,303480.04937662627
1876,307084.522723462
1877,305826.5871208279
1878,311971.51064840256
1879,304236.09659468924
1880,310934.6266042598
1881,309074.1769899101
1882,307013.38898727624
1883,299346.14473333565
1884,302658.3600775632
1885,308076.4962476373
1886,302090.99040828034
1887,303530.68645861174
1888,303766.20567963575
1889,309690.82074275205
1890,306370.29082070355
1891,299424.21801683155
1892,297856.5921934606
1893,304423.6521442494
1894,295938.90828022955
1895,304718.0785045797
1896,303314.0382234282
1897,304981.47843619605
1898,307689.4293267183
1899,301062.788721797
1900,309306.7839240343
1901,307743.6261161799
1902,303852.5781565576
1903,298096.6044724483
1904,310136.36016910453
1905,302709.37324729474
1906,303002.08120662154
1907,298902.51099554426
1908,298143.3519829055
1909,302928.40610279964
1910,302889.07982687285
1911,306649.61267884145
1912,293938.08240772825
1913,308723.20451205963
1914,306646.82925836387
1915,301086.652186259
1916,304863.70896963123
1917,307652.887455219
1918,303494.67002419167
1919,305494.57012800453
1920,302611.6593207894
1921,302655.9350164613
1922,308575.5192050644
1923,311298.88456086593
1924,300807.49910343176
1925,298243.26040080475
1926,299667.431428376
1927,303227.31903452997
1928,307445.895912247
1929,304900.5703607844
1930,309541.3419333435
1931,305903.0566792234
1932,299177.48991144786
1933,309254.8956254875
1934,308581.60134513036
1935,301444.9760807549
1936,299523.6524239157
1937,306338.48060275393
1938,298810.70758256543
1939,295515.8102037924
1940,304906.00297976244
1941,308556.4341392867
1942,304270.68931442127
1943,298287.21303736593
1944,302303.72380681767
1945,302897.70013491967
1946,307391.3564821935
1947,303131.12192718766
1948,301091.8306698913
1949,303511.7868234659
1950,305563.3294695955
1951,297786.73129012436
1952,300963.0847313087
1953,305480.1403223782
1954,298595.4067963859
1955,310261.3669833726
1956,308791.97184758045
1957,296937.7797096957
1958,304676.81701182836
1959,310048.9907707972
1960,297676.72013635084
1961,308699.75563830236
1962,300187.25634376286
1963,305780.75412269944
1964,306909.8623520308
1965,302421.99864561745
1966,302610.33831949707
1967,303362.8859351365
1968,307776.34099764086
1969,306469.8804574449
1970,299274.6828487292
1971,309350.0076309744
1972,299028.96853847854
1973,305534.18920601904
1974,312784.2344603061
1975,305947.1006272563
1976,298355.3751921319
1977,296832.47130391194
1978,301379.0000170913
1979,309456.6355025961
1980,302594.6734535427
1981,305459.92126711376
1982,304854.9524637584
1983,303638.12248252553
1984,308442.8496163284
1985,305906.4750565206
1986,305047.13539704797
1987,302183.6221965929
1988,300842.46314205765
1989,305396.3661699159
1990,312871.10197175277
1991,305653.6880562386
1992,295368.1961329525
1993,293422.84112863365
1994,298680.5346429596
1995,304340.7631106241
1996,295987.6373872231
1997,300022.46994552325
1998,305851.37960476126
1999,303068.0628053782
2000,303913.87176631327
2001,305413.9981855241
2002,301945.20087801805
2003,296778.014600716
2004,303641.9301924729
2005,304595.7437564301
2006,302109.4711340028
2007,301669.26220590674
2008,304158.81971922435
2009,299387.7305851401
2010,304717.2868233049
2011,294960.8333161745
2012,314655.2047386899
2013,310265.9837803628
2014,306423.14114003786
2015,307665.1822728922
2016,309127.13034742983
2017,300282.3608112851
2018,304733.8368799589
2019,302065.75670210295
2020,308498.1756861953
2021,301239.8764798667
2022,300327.53064020147
2023,303931.7732706373
2024,308599.8427656319
2025,293964.0880969449
2026,301212.6165105483
2027,307253.4062214199
2028,304863.51611867564
2029,304682.98924460093
2030,296021.61159784946
2031,308303.16483360593
2032,299896.30513447925
2033,311833.36864787084
2034,307078.8874083587
2035,301379.32911535865
2036,311558.1897200344
2037,303868.2413211137
2038,296346.0531055398
2039,302063.92834827985
2040,300437.7261475887
2041,307754.50441075064
2042,305304.4560816671
2043,305118.42766932084
2044,304250.7045051533
2045,309644.55486504495
2046,301371.5541443081
2047,310125.8193645144
2048,304758.8054138373
2049,303716.58153060457
2050,307511.8848640615
2051,303356.2712877454
2052,305272.31013641995
2053,309898.04384046234
2054,303685.9076154374
2055,307517.39006898867
2056,303397.1212782585
2057,296859.66544571833
2058,295970.7587607972
2059,308285.6775187122
2060,307614.7640816384
2061,308558.6722881737
2062,304121.87804174767
2063,300479.32172134914
2064,296175.80157361564
2065,308459.4760475938
2066,308470.5779796668
2067,306508.70771614724
2068,303770.3331234445
2069,310293.380745997
2070,306154.7233731896
2071,306871.95794149383
2072,301582.35563563043
2073,301424.1383222885
2074,298680.42405461817
2075,292334.4212338067
2076,301915.4020216258
2077,308989.492887462
2078,309493.7337638877
2079,304397.82318652817
2080,302504.53665359376
2081,305375.6729940583
2082,304107.0213299774
2083,306037.1337420774
2084,299666.03786090796
2085,307631.18812076043
2086,299049.06468724576
2087,306296.0923537786
2088,308274.40986746235
2089,304813.83165669517
2090,303236.0549368787
2091,300424.11523245386
2092,307354.30132064957
2093,299448.4975039388
2094,298306.05270688765
2095,301784.07990703493
2096,308684.54767387576
2097,308465.8962257167
2098,305899.77317620284
2099,304093.7716667427
2100,300073.4704841852
2101,307963.8362202445
2102,300289.7196593791
2103,302269.5890974358
2104,303587.672611237
2105,302677.65127845114
2106,307817.6433160311
2107,300984.84777181834
2108,303523.25353865355
2109,309267.1538578217
2110,307037.30484048557
2111,306652.57246811566
2112,307422.8172461516
2113,302513.2300294662
2114,306366.21120869764
2115,301986.5107671657
2116,304484.8141059601
2117,304586.66259153007
2118,300440.82329064567
2119,304541.46371599205
2120,301966.8225061852
2121,298744.55940412625
2122,301700.28336474695
2123,298558.8951638979
2124,300474.43767957593
2125,304095.7087959664
2126,306051.7869284607
2127,301045.3759972063
2128,297775.0880478013
2129,301501.2747045122
2130,298479.5352988358
2131,301816.4819446163
2132,304204.9134077525
2133,305291.88495665055
2134,306329.8449283224
2135,306143.9497550714
2136,306423.2399883131
2137,309747.32465228107
2138,303036.23217676044
2139,309380.5779325243
2140,314956.34763854096
2141,306499.240502579
2142,305129.9865552836
2143,312765.27492454066
2144,304760.7393601024
2145,300322.64637592033
2146,306056.321307742
2147,307221.81896306766
2148,302825.2356751793
2149,300635.2605400086
2150,303769.96246804355
2151,303328.31998828985
2152,311155.4364851172
2153,315684.8378241304
2154,309239.7179243542
2155,298559.0287968786
2156,297011.15119656245
2157,304107.99354296294
2158,302033.8366176248
2159,301456.40972016996
2160,302466.5317917805
2161,310372.90875669103
2162,306001.680398842
2163,307208.0223864667
2164,305025.1710390294
2165,309199.0053605359
2166,310629.07307482196
2167,308607.4500959989
2168,299204.77205202833
2169,299550.21903289534
2170,300734.6637688648
2171,300845.2993116195
2172,296879.4455328009
2173,300425.2983788456
2174,301000.14631459827
2175,305642.72492004733
2176,305712.26287047396
2177,306766.6947078622
2178,306949.82607322786
2179,298016.73497959395
2180,304937.39574523654
2181,304578.21531777823
2182,299216.12540283526
2183,305747.131083024
2184,303818.13001529634
2185,298435.18456528574
2186,300775.41039578133
2187,306086.5674815162
2188,300975.37710698374
2189,307981.83354443946
2190,305592.60957496846
2191,307762.79473806755
2192,300784.24825677805
2193,306162.6186652776
2194,306564.10381045815
2195,304830.5710333891
2196,307451.81118290324
2197,301343.8807393482
2198,306240.4923590092
2199,303573.74418735405
2200,288697.7199063396
2201,307568.9161614258
2202,300263.722202215
2203,301274.43206167925
2204,302386.0413937602
2205,307206.53435171593
2206,306646.96975264145
2207,308184.0764064728
2208,305476.4532757832
2209,306914.9015968567
2210,307775.553243436
2211,300564.5628608067
2212,302417.53317841224
2213,301828.9897373126
2214,303474.70277463185
2215,309368.0823203949
2216,309042.5125590541
2217,299160.80214188696
2218,301232.33653391193
2219,303328.45259237185
2220,304003.12762672326
2221,300282.68297689786
2222,310190.08432540845
2223,308021.8195517175
2224,302421.9636710768
2225,302610.4131559044
2226,305466.8466831937
2227,303466.5960537798
2228,304309.270872135
2229,303941.8000212824
2230,303169.5071382199
2231,300543.82882500225
2232,304131.75457960507
2233,303514.3444291562
2234,304529.6286922316
2235,300587.9140111497
2236,302434.22840790154
2237,299212.8637221693
2238,303102.05341340153
2239,301322.1424822008
2240,302003.71207265544
2241,300798.230564979
2242,306227.5453854765
2243,308415.41960158077
2244,304625.9861933559
2245,301828.89659769123
2246,306252.59732160263
2247,306936.33055355184
2248,305592.8625367233
2249,300138.9207337045
2250,306600.9248370215
2251,305510.92182593123
2252,302135.1923569718
2253,309005.51298511075
2254,301849.58694522025
2255,308007.45733068854
2256,305813.4767200473
2257,304975.98432378256
2258,310682.3261834226
2259,307506.91151547665
2260,308309.3160248436
2261,304853.95218696265
2262,300277.7693612636
2263,300737.47416862845
2264,300645.1290983895
2265,302827.79914097127
2266,296782.29875113984
2267,300019.74119646323
2268,301181.03478337487
2269,302148.0942045446
2270,301957.506879094
2271,309800.3875786886
2272,301830.4846015724
2273,303898.95921361615
2274,304745.771090076
2275,307000.5164027001
2276,305882.0523623897
2277,307422.33790055214
2278,306810.7654956127
2279,299366.80137632496
2280,295303.01813736255
2281,296739.45765812404
2282,300582.1779454139
2283,308596.81976042537
2284,302027.1212227025
2285,309723.100878041
2286,302803.66963711963
2287,307145.8626503267
2288,305341.94217922044
2289,304733.7143549565
2290,302383.8760441065
2291,305264.007589704
2292,304358.71254397824
2293,301873.8650054548
2294,307486.54551304877
2295,296381.97192976467
2296,305961.08048618084
2297,300578.09141297254
2298,309085.8057787922
2299,304207.592608107
2300,308083.2231333915
2301,305398.9706353837
2302,302345.16649847344
2303,301132.98118182045
2304,302255.7590149197
2305,305378.47434071335
2306,302479.78863336204
2307,301862.10572298575
2308,305595.51767356566
2309,299436.4971827515
2310,305063.83934942784
2311,305390.8592430286
2312,300787.8319109677
2313,295804.7960880301
2314,307707.13421959657
2315,299622.0289277396
2316,313545.065282567
2317,307661.8640113391
2318,303894.9043992577
2319,302390.4409130549
2320,298279.46543231537
2321,306894.4949617592
2322,306490.53846292046
2323,300377.6950843269
2324,305356.86827671796
2325,303992.486004747
2326,301990.2201999517
2327,302637.78204945254
2328,303558.172450691
2329,306368.2629893419
2330,298976.07799026364
2331,298204.3945529071
2332,299312.02837750677
2333,305551.2245848193
2334,300306.19147320255
2335,307494.5442803536
2336,302707.842538545
2337,306322.92253140494
2338,298963.4705507409
2339,310687.4818105463
2340,304212.05417505576
2341,298871.2659792818
2342,307403.4083587753
2343,305380.1758949949
2344,309375.4622976149
2345,303173.7216360384
2346,305347.0637316025
2347,302233.78074053
2348,302221.4254059383
2349,304931.90191448195
2350,312117.8737540573
2351,301433.18961461243
2352,304129.7707010186
2353,307481.74575868895
2354,301840.05033762404
2355,306725.25629868003
2356,304912.77782027406
2357,307682.2984042294
2358,303878.66480955726
2359,305502.46132862306
2360,299692.55970038014
2361,304681.723116809
2362,299155.07153232035
2363,305272.17660134396
2364,300190.7629739551
2365,304362.89613559464
2366,308162.91459540674
2367,304163.0103112216
2368,296063.38163163996
2369,302417.4431424282
2370,307445.25113666506
2371,307338.27546542784
2372,297105.05569933343
2373,305107.1127996685
2374,306075.59466743434
2375,306001.5335329605
2376,303860.4765627092
2377,306178.887888112
2378,301936.13069724437
2379,305368.7879258265
2380,306323.90390906204
2381,303770.96478609374
2382,302996.46308126766
2383,301519.89276720874
2384,299529.4703652572
2385,305041.34900684515
2386,307855.3837878678
2387,303553.50353467074
2388,299428.5887870551
2389,298249.8688419754
2390,309604.471402158
2391,299428.3985435527
2392,304425.5593173331
2393,298088.57442596415
2394,305850.18029273656
2395,305639.58713854064
2396,306751.4169579152
2397,305558.65799338854
2398,313539.7253054793
2399,301501.51892238884
2400,307261.6884351072
2401,307691.2808216875
2402,304085.1705496888
2403,304210.57732194423
2404,302998.77342964354
2405,306995.2825909901
2406,300185.4171464237
2407,302450.0549962477
2408,302260.20776198927
2409,303012.251018839
2410,299873.89503379096
2411,306904.42432502785
2412,304610.4787058695
2413,309553.1577501433
2414,308592.1510084807
2415,303662.706334884
2416,304252.7098702119
2417,304275.74374521774
2418,302109.3571511401
2419,304709.97232178185
2420,304265.8156817519
2421,304817.52725617966
2422,304678.0807075951
2423,303074.2159064881
2424,304002.0848356034
2425,306665.42909868155
2426,300005.18140321085
2427,311006.7696086453
2428,306847.4240826623
2429,300158.0353132194
2430,303784.87170095835
2431,300531.64133351797
2432,306988.33518716664
2433,305688.78041449556
2434,302461.0181675453
2435,304346.5045263492
2436,300106.23735850985
2437,304409.74266725313
2438,305163.9798520165
2439,303427.9574014845
2440,313872.64379277395
2441,306703.8846472011
2442,302403.36826387886
2443,297937.14880903676
2444,305735.3057280441
2445,305910.30808863114
2446,309780.21645759465
2447,302856.5201808785
2448,308638.059973515
2449,302428.5953373476
2450,305378.54655426246
2451,306237.0891482303
2452,300480.75358022185
2453,306669.53710446146
2454,307969.24194471695
2455,303969.98554095713
2456,303530.83423238207
2457,302531.04212321935
2458,299732.0157271123
2459,303682.0263451879
2460,301949.498945971
2461,308592.40733653697
2462,303383.8304905879
2463,305308.07599558803
2464,303622.65690970176
2465,302253.60543656937
2466,308465.6012647177
2467,301481.5794344241
2468,307181.15583966515
2469,302927.4684049094
2470,307214.1728286913
2471,305869.13092296215
2472,307546.98701890337
2473,297809.8075064307
2474,306652.01999450475
2475,305434.2907930084
2476,304047.2225921857
2477,297636.5287242586
2478,302791.6013193971
2479,304136.1558935209
2480,306759.5041305159
2481,306698.8985428267
2482,304344.5765009937
2483,305595.5806980357
2484,309757.4233143564
2485,306919.6625243639
2486,304408.98772891366
2487,309507.15085469285
2488,298957.6634887726
2489,306286.43011110293
2490,301914.39817164233
2491,301790.8624504497
2492,303402.40052294853
2493,298684.90953111975
2494,299467.01671796123
2495,299801.3302817361
2496,307102.043620857
2497,298624.2643574735
2498,306330.5851240389
2499,308324.429067463
2500,300809.6445640865
2501,302794.6430559104
2502,301988.1083974628
2503,302902.16591195203
2504,302542.78424602904
2505,305668.4683926719
2506,307872.522412955
2507,300760.5157368209
2508,306056.72046634863
2509,303205.9422696985
2510,302893.5555657945
2511,302790.8245789666
2512,298246.9966019982
2513,304398.1797698934
2514,304432.13694330544
2515,302941.8294665719
2516,304309.5288297322
2517,306345.56266528845
2518,304769.58122469805
2519,301524.1401537638
2520,303439.8578517761
2521,302287.10889557225
2522,302442.76290742244
2523,305942.5497389258
2524,310908.77089538105
2525,307473.57460566016
2526,314207.45444970904
2527,310011.00578937575
2528,308718.41415965767
2529,307940.5752109154
2530,302332.90879757627
2531,298686.31861044996
2532,308846.72218448145
2533,303917.6526121606
2534,300778.050459111
2535,307772.64871653833
2536,300897.73997631937
2537,303452.29144287074
2538,306460.26541372546
2539,302545.9087837647
2540,304838.97069163516
2541,298653.55512953876
2542,305412.48986602976
2543,300775.5922882743
2544,306074.9912581231
2545,298000.107909959
2546,304503.43556601915
2547,301392.7140511164
2548,297451.049679298
2549,300970.13865234057
2550,308813.09705693484
2551,301016.59770031483
2552,296653.0999675665
2553,303424.4925301529
2554,302785.77487003664
2555,301090.5888130316
2556,301964.08006409695
2557,301622.03147162346
2558,302393.6286724929
2559,299709.02299279463
2560,300968.4112108722
2561,307149.7841688698
2562,298687.65850813774
2563,306291.6903917739
2564,300879.08041553485
2565,302144.6303270288
2566,304173.5055718219
2567,309126.71356904303
2568,303083.76394336135
2569,299270.995722765
2570,303062.5651974894
2571,302464.651774015
2572,301880.39430718595
2573,305494.4814825904
2574,304707.730728137
2575,310470.39847375883
2576,301821.27924543316
2577,308134.82202283514
2578,308722.1220148849
2579,309471.2039454904
2580,296411.96746532654
2581,305626.26561951137
2582,302584.31571312755
2583,306692.81071741227
2584,300842.14884337777
2585,304072.5214273924
2586,303236.71439783566
2587,298663.787499625
2588,300291.7004391951
2589,304173.8463098418
2590,297429.93295943365
2591,303520.21927982447
2592,304870.6861315339
2593,297970.56210546306
2594,308281.1736502647
2595,303238.8580206793
2596,304811.78706520644
2597,304367.5119190491
2598,303136.53235246707
2599,305157.76852617104
2600,303030.540538719
2601,302299.08261593763
2602,303808.50863101106
2603,301705.70392250427
2604,299104.26495752204
2605,298234.2561187317
2606,301997.2781951241
2607,302749.69973416114
2608,300241.31726612314
2609,301044.22357853636
2610,300841.5167432512
2611,308274.2126498975
2612,313143.8695884375
2613,302565.2623734241
2614,301261.41563745565
2615,301313.3644671581
2616,296757.7845204093
2617,304120.1811941809
2618,303022.4882761859
2619,306283.8910353394
2620,314119.5626658553
2621,303389.93311640644
2622,297027.2517408343
2623,308402.55928925733
2624,303948.5186145595
2625,305779.9999805427
2626,306745.96892840875
2627,301311.7447175803
2628,309145.5584347972
2629,304325.29354578047
2630,311975.74544437556
2631,308579.1408247604
2632,304834.0375498303
2633,301446.05468463036
2634,304344.5401409431
2635,304447.52026208275
2636,305058.4161782841
2637,309361.77231655683
2638,305575.6048933136
2639,304797.7847848805
2640,303157.218343946
2641,299524.3638597511
2642,303895.2667235606
2643,301170.7864022738
2644,298069.77858051803
2645,300972.6355499902
2646,298090.94109189656
2647,301521.789024205
2648,300303.2782587966
2649,306564.45524005446
2650,310574.78656001843
2651,302033.2392679385
2652,304867.8656140361
2653,306404.4798229801
2654,301658.1208816577
2655,305300.693842665
2656,307045.52194083616
2657,305442.80465089227
2658,301927.3696704866
2659,303957.63885423535
2660,300522.43414764537
2661,302819.77447620855
2662,305236.06874460407
2663,302771.88904569845
2664,309636.75204113417
2665,309338.2735365681
2666,301553.96090115875
2667,304547.1983548872
2668,300485.8879949663
2669,302345.1835710535
2670,300345.6023125855
2671,302240.3455377874
2672,301531.78497057303
2673,306907.1935662433
2674,305088.62684807606
2675,301954.0594686036
2676,304434.0953636274
2677,305112.0200443196
2678,300994.7254661407
2679,302599.1106093851
2680,302946.10836479504
2681,295476.1633713753
2682,303543.54969776695
2683,308940.597255435
2684,302490.9012787351
2685,303899.74451384955
2686,309578.177504593
2687,305876.73425960046
2688,304753.9318904903
2689,302262.7107521385
2690,301546.47151679243
2691,306106.8396411396
2692,311077.0292534862
2693,304921.04938599525
2694,307954.26376004517
2695,302789.8311022924
2696,298976.66840993916
2697,301146.53653364023
2698,301021.47679348034
2699,303531.8537759149
2700,302065.89956691774
2701,307481.07862952736
2702,296682.9070895306
2703,302086.12654717424
2704,303114.77711587725
2705,310976.92671333125
2706,303342.7474086223
2707,298868.44608790055
2708,306024.2708506628
2709,307129.980244793
2710,309525.4279634363
2711,303819.64489624574
2712,303643.3163898376
2713,298182.40994385
2714,306331.2891045508
2715,303831.5511675733
2716,306847.6642447448
2717,304435.3239448863
2718,303212.2244710249
2719,304950.32478123694
2720,304626.77596250473
2721,303542.5971795123
2722,306086.4939472672
2723,306717.1101156693
2724,301555.21621919196
2725,312466.71288613253
2726,306199.7663939882
2727,303635.470335278
2728,303556.9068177411
2729,307684.9070607991
2730,305968.7228044529
2731,309869.40460437845
2732,301718.8003747432
2733,303193.12179335486
2734,300003.21785242757
2735,299258.32657877007
2736,304278.55735020246
2737,299469.0139854249
