Iterations, StdDeviation
371,311858.61307066085
372,291311.594067348
373,301604.2112370055
374,319769.8676682274
375,307101.2328999016
376,300934.2590530774
377,291144.36035879137
378,316598.40210815216
379,307901.5293900057
380,296916.01562080305
381,303105.850435608
382,300452.5404080766
383,305694.2349254998
384,307557.7165010487
385,300923.1967176218
386,296667.4034645702
387,298345.13189911604
388,300989.9070157593
389,314828.93444976216
390,314187.5597749021
391,294074.9171669987
392,305566.08611661854
393,308696.18524715054
394,312610.67169640696
395,303785.0250973832
396,308648.37392859353
397,290417.84174922877
398,302379.0981935263
399,291808.3972948871
400,296869.69031083316
401,307754.0600606116
402,308578.99086701515
403,312551.53131736966
404,321571.70366197644
405,297086.71936359396
406,311703.954517092
407,303534.12325148867
408,311934.8680905802
409,305182.8276756677
410,294083.24545816256
411,295280.03741132433
412,316225.1042132233
413,300939.8736827909
414,297132.3743590549
415,308763.61401990557
416,318895.5482568548
417,310462.7529435228
418,305482.99851761956
419,293307.2347973776
420,298242.8838937146
421,305785.0704289337
422,307571.1452475409
423,307116.5783047772
424,300920.2630523922
425,320792.6947628392
426,297579.634251257
427,307920.9376798179
428,316269.4385070906
429,301466.9466751699
430,307981.5580248434
431,305766.95193861466
432,299467.16465724737
433,309572.72719999246
434,311956.28859672626
435,303251.20442193316
436,305925.9865978896
437,292699.17099517107
438,308554.35666444135
439,285020.7650805077
440,294810.89169777354
441,299539.2739402515
442,299419.1106172918
443,300530.39378941915
444,312330.8439360041
445,306845.9474758272
446,297287.6959194011
447,302942.67997187667
448,303851.20746362786
449,303966.32773786865
450,308841.5329661607
451,304053.31155149644
452,314259.36485957
453,301129.57370007905
454,298693.40328334144
455,297314.8402731706
456,293397.2805685903
457,301693.7115264449
458,316682.1826109462
459,323402.4424208422
460,303963.5047462373
461,307755.4554254957
462,296680.6519579327
463,309384.2353660581
464,298034.4769209161
465,297916.96961432585
466,300199.8004765771
467,295008.32670306985
468,298262.5105176453
469,313747.00315535476
470,311752.2105266171
471,301865.7034601209
472,310912.01075071085
473,287953.9428699235
474,304977.1968893682
475,304403.12649218313
476,309922.60702329245
477,310757.119154712
478,305257.2117367906
479,295591.86528626643
480,312489.4616123078
481,303164.5558144527
482,307274.95788082684
483,309619.3434724655
484,308298.7391490169
485,305739.5738984636
486,299428.32107036776
487,298900.7069072107
488,298027.7690521629
489,313786.6563319283
490,302821.57442162815
491,293821.8815873996
492,296206.8763689498
493,319598.0292219529
494,308249.2229214971
495,307231.2133955162
496,303089.3826017642
497,302909.1987185662
498,301196.63746312313
499,308731.6669622218
500,296156.41564002965
501,300595.767957106
502,286956.322024173
503,311907.91011200217
504,290968.60558415356
505,295593.6211541661
506,310373.2111828113
507,291525.40563268616
508,315038.43246621377
509,304363.45722144406
510,301277.5177520796
511,307354.78959538834
512,322531.68150620145
513,299550.9582060956
514,309912.75702389824
515,286872.92425106466
516,308655.57022657513
517,296437.7255049186
518,301506.48551798024
519,288734.50875731616
520,324835.393758144
521,313608.69675030594
522,284881.56320333807
523,312180.9973374715
524,291929.20855251735
525,303097.7880427505
526,297545.20791728067
527,307376.2876978755
528,301237.39475217613
529,298929.8666465906
530,316885.9489202346
531,303340.675623246
532,300450.4791231017
533,287923.5632234937
534,301626.869449038
535,308656.5924706409
536,299047.0477495393
537,287520.2934490046
538,295771.76134779176
539,302807.77476119396
540,311564.79341689637
541,293733.91640699917
542,295251.274197542
543,303609.1360309447
544,304418.258777113
545,328529.0950474594
546,303816.65313598915
547,295606.8505702142
548,312492.14989238395
549,303764.3381098067
550,301709.8920451992
551,314355.89185203647
552,300501.58690279204
553,299736.2782385882
554,310954.18687484943
555,315819.5222039216
556,302530.9438760085
557,300809.77191747614
558,303756.8695289069
559,286846.7544366092
560,309593.0899287397
561,301290.64732599736
562,294215.7909829666
563,307292.1023235515
564,301261.8157704307
565,303912.54596033104
566,302612.72666561505
567,315161.0348090353
568,302238.3330070301
569,300859.452299457
570,307942.4077878796
571,317029.39805087773
572,302993.9701822894
573,296798.6997807174
574,299930.6787422879
575,305257.3962482806
576,298365.5430620559
577,315108.755573824
578,310903.02523459453
579,301524.2002610117
580,294513.5409040219
581,310138.8341199509
582,311791.22980039765
583,299241.5780443236
584,303546.8297904385
585,297747.11530809704
586,303212.5599227251
587,313821.43262604123
588,302538.3976884467
589,305913.7477821007
590,307002.75748912257
591,296347.7766011789
592,305683.17317753617
593,299002.9864610057
594,312012.9407723618
595,314490.6801037858
596,303023.87643431756
597,302706.9081239373
598,306954.69210086175
599,305716.16693963326
600,307106.2493649388
601,300318.7256104629
602,305098.2588027591
603,296066.75719146244
604,301855.3070576409
605,292283.0022958521
606,304329.872371696
607,308179.0297976174
608,296722.071843462
609,296182.074314533
610,302751.62903126894
611,307812.55593193084
612,303623.6154056132
613,302396.3283516339
614,303032.8250817755
615,296197.30550707073
616,306653.7787320526
617,297198.1007836958
618,303687.071935523
619,315328.51987872977
620,284535.25087353523
621,310968.441730346
622,304479.42408345314
623,299199.36402311793
624,299579.4660689439
625,290930.1077322742
626,298363.36205791944
627,300507.6700895148
628,309653.3571183708
629,296682.72136145795
630,313909.02329480025
631,308900.83916306426
632,311602.1206753776
633,313308.52300699265
634,300817.9163665839
635,291248.77241583023
636,299902.8854125767
637,302815.92060993076
638,309991.82835608406
639,312890.5045122427
640,303921.11344015127
641,299558.6661076235
642,301634.7447695185
643,308077.0594362714
644,301863.157389641
645,312323.3786131604
646,316181.56590997055
647,297598.0530485226
648,301802.5717944887
649,302460.0729370815
650,308877.01694915455
651,303694.5754746995
652,299137.00359463616
653,296765.14183456876
654,296389.45841958135
655,299474.80148118595
656,294398.2035185433
657,302074.2269934085
658,303196.1891269083
659,300616.091355585
660,301325.1310697542
661,309341.05921277136
662,292354.58767270803
663,299570.1707769724
664,294676.66774461075
665,301868.31482811784
666,308139.2511850627
667,300956.89836619387
668,295599.2467088457
669,294280.5899126691
670,294796.8580927023
671,310134.11204786564
672,302722.6171488911
673,300002.4550932925
674,310334.0740900427
675,299857.6581519885
676,306973.67469456664
677,304543.26395941636
678,308930.2826365785
679,296236.5159010704
680,297160.39702903107
681,295507.0189659888
682,303415.3371838892
683,296154.69751440163
684,302168.673809921
685,306775.4172832899
686,303163.04717039666
687,304830.4967954616
688,310553.97072865296
689,312942.0308648106
690,295495.99620623124
691,313391.3015996377
692,297742.3458228593
693,310191.9019704578
694,305910.06310554233
695,296484.68193498626
696,307081.82274281525
697,311326.4595229336
698,297041.0048302266
699,307192.97002902284
700,298392.2432724386
701,300099.3302166187
702,307414.66051235626
703,301235.8748202344
704,291446.89364457026
705,300271.1695403507
706,300647.20536264754
707,305921.3459794814
708,309235.57035138336
709,310414.20079518185
710,293691.68490441225
711,313060.46302312234
712,302972.57200366363
713,313575.6635557197
714,310504.99312712566
715,298347.6707144607
716,295609.30378444784
717,299492.1816594586
718,311965.17317296343
719,303941.94761437486
720,313772.9826586164
721,302775.04571163707
722,293218.10794571665
723,309778.19666737394
724,295343.8415453927
725,309486.6888838825
726,308438.1172869961
727,309216.30486826017
728,311630.9552188536
729,302047.8361238793
730,302894.3714766997
731,296131.27143492206
732,299628.20589489903
733,293279.3499376924
734,301998.09218443313
735,300350.2904399246
736,298814.0943183257
737,308922.9641127904
738,300305.9397599298
739,308709.80147767963
740,304700.99281558645
741,300669.05121689575
742,303753.2287438788
743,303485.9083919921
744,302685.69768105913
745,296049.6310779252
746,298503.24857548176
747,305257.9242377081
748,303995.5156102195
749,296543.3402795727
750,292387.3317775584
751,304363.2268072909
752,304507.8600161554
753,292356.57067403
754,304525.7633380263
755,306222.9710780347
756,309731.10154975916
757,310492.5069610505
758,312769.51815698785
759,313498.2875978218
760,312896.8658428466
761,303921.47635227453
762,302406.20891095995
763,303355.46785351523
764,306570.56764577684
765,302132.8755381792
766,314660.91191467654
767,310579.95990387327
768,300438.7061139767
769,298131.3863678833
770,305896.6310556489
771,303526.08732365305
772,299006.05811028625
773,302273.8411277773
774,297696.5589745488
775,293846.30528272444
776,297858.90509907895
777,308360.4347434188
778,301634.2622892858
779,307548.4641428707
780,293083.8749788124
781,309449.1753733185
782,310575.32109184284
783,311977.6724220333
784,304930.9488828371
785,299044.62544274377
786,305550.7413706607
787,300282.10858652234
788,305525.718893625
789,288665.71491376625
790,295292.3110050712
791,308731.2598053604
792,306786.23462440714
793,310600.608886734
794,298253.7342476896
795,306384.5460992282
796,294518.01891713694
797,308704.35313869873
798,316953.18608281773
799,312175.80098205584
800,305616.42647508386
801,308724.6088403847
802,301504.51467623166
803,307446.96961354924
804,295045.21027044463
805,301457.25108557986
806,303645.4727410462
807,314144.3910600916
808,297546.48170484643
809,300255.5474490764
810,303753.50466820376
811,304189.86724629224
812,303656.5405305547
813,308133.0053191217
814,311756.20993219403
815,311480.52686483646
816,296023.4019344241
817,312408.1310967227
818,316423.1374418675
819,303602.42481682164
820,309711.87481858645
821,313287.34394549765
822,300492.9521661162
823,304099.4110866903
824,291220.9295320627
825,301948.6772237244
826,308660.71566118917
827,299245.8551229372
828,292809.6928730621
829,297246.9396725757
830,298235.4629846707
831,309225.95865932334
832,309334.49034053076
833,305928.32008678856
834,306445.1297730005
835,313700.4157193556
836,299591.66982934886
837,307197.36883364443
838,310917.7373585153
839,307422.7387538144
840,304488.6837972582
841,313756.5210281016
842,293108.4342362254
843,301994.031986967
844,301064.38463258004
845,294659.10284010845
846,308987.93687423464
847,298946.34384171525
848,296326.97161177895
849,306250.56432396505
850,305120.95108189643
851,318764.58061139326
852,288815.6492461893
853,303820.1423452159
854,303261.33754606365
855,307712.93800294504
856,296471.8361035771
857,321519.1239744987
858,312633.16569461895
859,302037.8071168125
860,304797.4601310723
861,295583.2648264218
862,302417.55838981696
863,297606.01159711956
864,296873.4277004641
865,310481.43104330794
866,296138.54234634957
867,297832.2733717834
868,308943.30287204916
869,306374.57111402845
870,313499.60479619773
871,296338.3783966177
872,296657.0036035763
873,300952.62378501944
874,304088.52589475585
875,301368.1588486691
876,301411.38096852583
877,297341.29924326536
878,301991.571424697
879,322616.1557827384
880,305995.48302280373
881,309639.8349076803
882,300529.4128701085
883,298518.2537923028
884,294304.8754393585
885,303460.6566984604
886,293251.24144535494
887,281876.1245399245
888,305205.4106931904
889,310294.68778097234
890,296735.64472550777
891,297408.8756783627
892,301353.804929855
893,311828.01611597615
894,304227.3299047962
895,313115.3763595965
896,302478.7993870477
897,307998.5906646871
898,306078.2282378456
899,289520.81965269253
900,295856.6102494677
901,302298.08405011846
902,306125.44365457166
903,303201.62590743863
904,306952.43541704246
905,310016.3448650169
906,304181.29308248893
907,303430.1987598731
908,303696.14854995965
909,302378.8046163742
910,306829.0859967294
911,300635.48643840296
912,310480.1233398972
913,316394.2501954196
914,306349.55828846124
915,301715.00191255263
916,309988.9005163426
917,308122.26680179674
918,293247.1952472831
919,302032.479773981
920,305879.0792805691
921,308936.87071729574
922,297286.3049242637
923,304321.10335218813
924,306725.11744631786
925,306216.53221278015
926,310164.64468566293
927,299857.0995555257
928,304257.16147920856
929,303615.99901020754
930,295532.91917435004
931,305037.3439876021
932,308954.3318140058
933,303884.8446005958
934,318168.9366495828
935,303800.59191073774
936,300693.9292413617
937,308748.27517453727
938,298661.68428707466
939,312318.5047220838
940,307012.60323675
941,308908.8424845697
942,306590.12990221736
943,308461.1268243001
944,299127.262854583
945,310125.53994849394
946,317086.543009695
947,305043.49890369695
948,304303.03102603345
949,302424.58639401355
950,302712.995035418
951,298157.67266575125
952,299638.7086343802
953,298334.78144123306
954,306122.1985452135
955,313449.808658849
956,300394.3744149185
957,309860.9941970537
958,302753.37359330413
959,317276.3092308471
960,302584.54817926715
961,314006.4423489005
962,298947.291157794
963,310833.64968245424
964,301333.8721047272
965,303427.08921579877
966,301793.38894616027
967,303203.0848647449
968,300011.91196340957
969,299941.4856661793
970,298643.21091400896
971,305066.3845358706
972,302357.06060216133
973,302093.09619513096
974,305167.29864702496
975,306313.43657829025
976,298069.26582047914
977,307246.5152378483
978,305956.11733562505
979,295611.6018221738
980,303296.33256006415
981,297000.1899773158
982,302819.93350033835
983,311158.2432497414
984,294788.3495062352
985,298278.1001685953
986,302136.8284817158
987,296417.4605652904
988,300546.0907821074
989,300185.0215802599
990,306597.0607413109
991,308752.7551088488
992,308956.6073586129
993,302123.80683035083
994,310048.2738897883
995,303982.8660806301
996,296205.3490415149
997,304340.7104286297
998,300461.9652494613
999,296257.9731149894
1000,302105.79638228595
1001,298097.71720040165
1002,294603.5226791767
1003,301857.4903095071
1004,305660.12000747287
1005,305646.9912562181
1006,300717.7712519921
1007,300602.75250802905
1008,299899.4032655943
1009,297918.6086103553
1010,305086.4962561368
1011,302102.6412752941
1012,311820.8023268364
1013,296992.07249716186
1014,305289.76745419
1015,310852.346511123
1016,304487.6722836008
1017,298028.8816180477
1018,314046.8645648846
1019,293782.06958392746
1020,307305.98140028183
1021,307290.3732317867
1022,296896.75418562116
1023,298979.02093389694
1024,306457.639095415
1025,308763.58031332
1026,309045.84469830105
1027,306320.2879445589
1028,305538.39812686574
1029,304307.6326036872
1030,304525.6364665267
1031,297227.3496913239
1032,308379.38198395725
1033,306205.9117836849
1034,290393.89173100697
1035,307986.47437465744
1036,309330.4208380927
1037,304988.75257473724
1038,300298.1450555272
1039,305697.497846729
1040,310456.69412861613
1041,298994.67254372215
1042,311833.3934928624
1043,301840.3867071385
1044,306333.5982338306
1045,313236.7480054031
1046,305080.2636064147
1047,300242.8306570218
1048,304578.39610819035
1049,310935.51676657924
1050,302730.4465077399
1051,302644.02587459347
1052,309064.19381350366
1053,310447.137832759
1054,295910.8323925145
1055,302907.5246585256
1056,307606.7241056628
1057,302270.28338513576
1058,303268.7627454913
1059,308740.85374021204
1060,305948.23028568213
1061,311582.6549208896
1062,309195.64743586193
1063,305764.52649430046
1064,296726.1274023057
1065,314674.26591073984
1066,307245.1612192653
1067,303284.40478963096
1068,300229.3081733873
1069,299050.6633557425
1070,308112.74527849426
1071,302063.0367974207
1072,309306.3639744159
1073,304703.98013884807
1074,297259.8545759921
1075,307006.88471311616
1076,292766.78289345984
1077,303357.1764499938
1078,303850.7668617073
1079,305882.0063196528
1080,302060.1792229537
1081,304958.0815352879
1082,299494.0966938108
1083,302939.6513503759
1084,310732.91719696677
1085,304849.6362214935
1086,307080.0819478752
1087,301359.9759214686
1088,307876.73502687016
1089,309165.262093926
1090,307121.14410763606
1091,309463.5378250464
1092,304741.99757766473
1093,298595.03935833246
1094,302134.15054013074
1095,299878.86528769846
1096,305489.95193380094
1097,309253.1078005606
1098,307139.3198918088
1099,313356.38603195956
1100,308799.77593708376
1101,299356.1644339324
1102,294239.6236856303
1103,297143.71922688046
1104,312244.51089507155
1105,310907.5293738756
1106,303593.82690149173
1107,303771.67714461754
1108,305709.1896927109
1109,310815.442116801
1110,310963.8415507935
1111,306235.1985333201
1112,306605.4079718024
1113,305787.59814788227
1114,300611.8921740649
1115,303465.045073669
1116,295581.230780925
1117,303742.2762750117
1118,295652.5369807463
1119,312822.41118287225
1120,305303.54358977097
1121,295212.49379613035
1122,298420.9680858329
1123,312116.3533832278
1124,306342.36038707726
1125,294759.32176306867
1126,300983.5380171583
1127,304076.29133548087
1128,306464.5922913473
1129,306426.75159857556
1130,308095.58924017247
1131,308075.2974197098
1132,306521.09766059637
1133,296420.53062828653
1134,300099.665073738
1135,304239.4891976037
1136,302710.99056428357
1137,303026.47810663877
1138,313165.93040542584
1139,302434.5581612251
1140,299716.27898698236
1141,305663.302169924
1142,307358.4928701213
1143,314008.07696249255
1144,300356.43076610443
1145,303490.20167017484
1146,296242.7318408901
1147,304829.9519874856
1148,304155.560957372
1149,303997.15353606467
1150,304755.88211390836
1151,304658.7878959653
1152,298876.1571745161
1153,303521.411613991
1154,305216.9417673796
1155,300807.59107235516
1156,304355.5519428955
1157,303874.55613991566
1158,308619.45670086495
1159,301298.10309365636
1160,313152.3267403003
1161,306641.91824925435
1162,304293.4126702932
1163,306251.3603360288
1164,300016.7089603894
1165,298008.9699335474
1166,302705.9376972878
1167,318128.80655974464
1168,298655.250742925
1169,304032.24038432835
1170,303943.3106305697
1171,289589.9320746745
1172,299171.6735269612
1173,299764.22681517986
1174,302188.7190323431
1175,305449.26232486014
1176,301154.6181532627
1177,302735.67735985713
1178,299908.450392166
1179,300692.80794624495
1180,306042.7496541134
1181,305075.7019775072
1182,297659.9708555002
1183,314392.6588613936
1184,301400.32703503215
1185,307094.9390752117
1186,290807.09764111775
1187,310713.94812941336
1188,312865.6383988452
1189,303412.7811336132
1190,299585.0311559398
1191,301306.67514259677
1192,309355.32221507595
1193,306749.2594238655
1194,302233.42021409667
1195,299377.77238003927
1196,296879.33785894763
1197,303753.69188964093
1198,298473.66662522167
1199,307466.44731282396
1200,299331.4290162954
1201,312958.49530736386
1202,304829.1304631882
1203,309237.24249575706
1204,306505.39169211936
1205,295064.13326214114
1206,301222.10389497754
1207,303357.81246645673
1208,299008.97280335403
1209,306888.7210670518
1210,310750.14687658503
1211,298155.5813471139
1212,304007.2551665895
1213,313588.6285390115
1214,302842.24294357136
1215,293788.3839727564
1216,298863.2377865488
1217,302834.84998108784
1218,306698.8848083647
1219,315058.2731063105
1220,301430.95827364776
1221,303997.7094246272
1222,297738.3312676229
1223,302901.1934784272
1224,305611.71059818397
1225,311881.545497364
1226,296847.06236235483
1227,304615.3088417106
1228,307793.66875004594
1229,300285.51930665143
1230,305720.6974221038
1231,300359.55025018996
1232,304878.9029326758
1233,298544.78792998125
1234,299824.6567664149
1235,307412.4265326369
1236,300408.40574685385
1237,302570.85951859306
1238,301864.41066692595
1239,312361.1151238317
1240,306625.7498256775
1241,306390.5384827371
1242,305284.91530277714
1243,304282.47414140566
1244,313608.9554630653
1245,297901.3491640059
1246,308331.55115073436
1247,305684.6471590054
1248,299164.5723538192
1249,305106.55661446776
1250,297066.3894701613
1251,301849.1758013729
1252,306244.05408606987
1253,303931.665760875
1254,296457.59118355945
1255,306491.86389745993
1256,300721.6661093163
1257,303057.64272310556
1258,300040.348252251
1259,301927.9556310279
1260,307315.9854286789
1261,301879.0537943603
1262,308556.4756259247
1263,300761.0126791529
1264,305462.4567405613
1265,313582.1333916154
1266,310866.42928325065
1267,307836.35493507975
1268,307372.7795202876
1269,304727.21352794167
1270,309165.84891503205
1271,301199.28159548726
1272,309283.29634436546
1273,305725.4236838256
1274,299720.63925626694
1275,298872.8931055823
1276,302527.22695535026
1277,302386.9721298647
1278,297453.6204658127
1279,299249.87834755145
1280,296641.5671785855
1281,304919.94485270703
1282,308423.30340247095
1283,312062.0801018815
1284,306796.993942902
1285,306714.6821854359
1286,303498.56316366995
1287,306085.3086960721
1288,304101.18685379
1289,299327.9766126128
1290,297296.43229989737
1291,317763.3270160683
1292,304635.94388361985
1293,304823.3963061235
1294,302084.0591505863
1295,308724.78162561316
1296,307093.74589527305
1297,298347.17180551495
1298,289459.2466276054
1299,293782.77006541967
1300,293154.20303406316
1301,299611.5069314562
1302,310566.4941818548
1303,299670.409355381
1304,302343.3607195995
1305,302518.06173799257
1306,311646.9639388495
1307,302998.0531863383
1308,309140.00597254443
1309,303946.34985947196
1310,309323.9561131376
1311,301635.46803881414
1312,298240.8822109813
1313,300754.02146086167
1314,306104.532047028
1315,296466.0918873613
1316,301764.74629095325
1317,306896.595436261
1318,296633.4929003089
1319,308088.1505712944
1320,301257.0678892929
1321,304704.33894635143
1322,309273.8996094147
1323,298476.5945375298
1324,302660.90407025354
1325,302320.54516225663
1326,290528.7116644569
1327,306426.5222825324
1328,301097.28593849466
1329,304488.6027173434
1330,304421.4332628345
1331,304323.3307799643
1332,307660.09857159184
1333,308932.7898260862
1334,304441.9602336984
1335,299124.3354972239
1336,302061.30528329196
1337,298987.4103065842
1338,299148.80576003576
1339,307764.1442404262
1340,304266.5909187065
1341,297839.11117517634
1342,301790.5089217527
1343,303373.9504526235
1344,303734.314495423
1345,305140.02035470516
1346,304740.67293198407
1347,304853.7461126908
1348,306221.5148166164
1349,309015.860535214
1350,302197.3003282642
1351,306018.85074341594
1352,305797.11661655555
1353,302429.06919806567
1354,300378.2912285917
1355,300513.95114352397
1356,303445.96058413567
1357,300313.10336879204
1358,313357.52964470803
1359,308354.5993498434
1360,301671.5427932696
1361,299392.487443378
1362,304094.5893569102
1363,304551.9621963151
1364,302419.86696290947
1365,292791.17866917513
1366,311213.16106659436
1367,305449.7700005948
1368,298361.9946441404
1369,303951.06796389003
1370,305021.82966419426
1371,303754.57540637424
1372,303312.10936547583
1373,306524.7988589688
1374,298846.7241467392
1375,300442.6625744118
1376,307251.72594892106
1377,300016.3340672625
1378,303462.85282743076
1379,296102.8765370701
1380,301562.476517115
1381,298664.59894625755
1382,298723.77730468294
1383,310639.31808578444
1384,301440.31269044
1385,302721.49210261105
1386,303918.88808280544
1387,307619.77946342755
1388,295189.094706115
1389,306761.4675186272
1390,295614.56721839175
1391,311671.69644960796
1392,301234.57746826374
1393,311535.4430029668
1394,300700.98868452257
1395,300054.15780562215
1396,300726.7315422576
1397,298983.7269692512
1398,303019.6519865404
1399,303295.6788208355
1400,308238.5231648462
1401,305886.9195040409
1402,300420.00844050193
1403,301801.9506159075
1404,306556.1577931803
1405,294384.8549033418
1406,292879.6668557187
1407,300101.0962981849
1408,312847.1427264031
1409,306990.5985003838
1410,306200.22311575187
1411,307103.3527468583
1412,309059.4130533259
1413,304560.2989384537
1414,309906.39492338884
1415,301973.14716718416
1416,297834.59952947
1417,307001.38891558495
1418,311736.9669397085
1419,300581.70739870874
1420,301438.74882671837
1421,315068.531322719
1422,303560.52664000395
1423,307221.6525572538
1424,301463.9501515532
1425,310019.54108411534
1426,306688.97181246313
1427,301908.33056759415
1428,307244.7023515906
1429,302502.1898457666
1430,308237.6744718649
1431,312677.1107408131
1432,302043.89666252537
1433,302849.4284419261
1434,304512.6130167268
1435,306627.1274322319
1436,309788.0307215789
1437,307010.93094600603
1438,307158.01832604624
1439,301968.0588538785
1440,301472.27930839156
1441,311879.723505644
1442,305566.07213632314
1443,305310.39094304596
1444,305029.10023612966
1445,306085.001033408
1446,306788.5804770072
1447,306204.60828056256
1448,313261.56140313105
1449,306202.4866983457
1450,301569.6031409004
1451,296350.4690521081
1452,313246.2906384611
1453,303794.659199106
1454,298185.26716490445
1455,303535.10190414294
1456,305185.10317572305
1457,302044.51420195104
1458,303059.2008284197
